temperatura,chuva,feriado,fim_semana,turistas,periodo,ponto_visitado
25,0,1,1,14591,noite,Marco
26,0,0,1,19885,noite,Marco
18,1,0,0,9589,tarde,Itaipu
23,1,1,0,11045,noite,Itaipu
35,1,0,0,5219,noite,Cataratas
16,1,1,1,13954,noite,Itaipu
20,1,0,1,9393,manha,Itaipu
21,1,0,1,1246,tarde,Itaipu
32,0,1,0,14196,noite,Marco
25,0,0,1,15426,tarde,Parque_Aves
14,1,1,1,4592,tarde,Itaipu
16,1,0,0,16115,manha,Cataratas
32,0,0,0,2836,noite,Marco
34,1,0,0,3510,tarde,Itaipu
16,1,0,1,11163,tarde,Cataratas
12,1,0,1,2545,manha,Itaipu
37,0,0,0,15379,noite,Marco
33,1,0,0,19587,manha,Itaipu
17,1,1,0,19337,manha,Itaipu
38,1,0,1,18973,tarde,Cataratas
10,0,1,0,11929,manha,Parque_Aves
13,1,0,0,1694,noite,Cataratas
13,1,0,0,15770,manha,Cataratas
29,0,1,1,15901,manha,Cataratas
12,1,0,0,11378,manha,Itaipu
24,0,0,0,14569,manha,Parque_Aves
38,1,1,1,14900,tarde,Cataratas
19,0,0,0,3106,noite,Marco
17,0,1,1,15256,tarde,Parque_Aves
13,1,0,1,8528,manha,Itaipu
31,0,0,1,17900,noite,Cataratas
34,1,0,1,3791,tarde,Itaipu
26,1,0,1,3679,manha,Itaipu
29,1,1,1,6498,tarde,Itaipu
19,1,0,1,2993,noite,Itaipu
16,0,1,0,8406,manha,Parque_Aves
26,1,1,1,17081,tarde,Itaipu
30,0,1,0,6021,tarde,Parque_Aves
24,1,0,0,17654,tarde,Cataratas
27,1,1,1,9313,tarde,Itaipu
35,1,0,0,17695,noite,Cataratas
15,0,0,0,6982,manha,Parque_Aves
10,0,0,1,14969,noite,Marco
16,1,1,1,7168,manha,Itaipu
30,1,0,0,16074,tarde,Itaipu
32,1,1,1,11136,noite,Itaipu
35,0,1,0,15303,manha,Parque_Aves
17,0,0,1,17055,tarde,Parque_Aves
22,0,1,1,11006,manha,Parque_Aves
29,0,1,0,15958,tarde,Parque_Aves
18,0,1,1,4909,tarde,Parque_Aves
25,0,0,1,10987,noite,Marco
11,0,1,1,19048,noite,Marco
17,0,1,1,2467,tarde,Parque_Aves
22,1,1,1,2827,manha,Itaipu
38,1,0,0,16095,tarde,Itaipu
26,1,0,1,13711,tarde,Itaipu
31,0,1,0,18664,manha,Parque_Aves
25,0,0,0,19297,noite,Marco
24,1,0,0,17944,tarde,Itaipu
11,0,0,1,11520,noite,Marco
11,0,1,1,6904,tarde,Parque_Aves
25,0,1,0,17208,noite,Marco
33,0,0,1,16632,noite,Cataratas
34,1,0,1,12445,tarde,Itaipu
28,1,1,0,13484,noite,Itaipu
30,0,1,1,12725,noite,Cataratas
30,0,0,0,7162,manha,Parque_Aves
33,0,1,0,14581,tarde,Parque_Aves
29,0,1,0,3545,tarde,Parque_Aves
38,1,1,1,5847,noite,Itaipu
28,0,0,0,11432,noite,Marco
31,1,1,1,14447,noite,Itaipu
22,1,0,1,16983,manha,Itaipu
24,1,0,0,7898,manha,Itaipu
29,1,0,1,17115,noite,Itaipu
15,1,1,1,2505,tarde,Itaipu
14,0,0,0,4806,manha,Parque_Aves
25,0,1,1,2084,tarde,Parque_Aves
11,1,0,1,2926,noite,Itaipu
25,1,0,1,1090,tarde,Cataratas
24,0,0,0,788,manha,Parque_Aves
19,0,1,1,4820,manha,Parque_Aves
10,1,0,1,7675,noite,Itaipu
20,1,1,1,15765,noite,Itaipu
38,1,0,0,17244,noite,Itaipu
30,1,0,1,1939,manha,Itaipu
22,1,1,0,14048,tarde,Itaipu
18,0,1,1,19439,noite,Marco
28,0,1,1,1137,tarde,Parque_Aves
26,0,1,0,3134,manha,Parque_Aves
33,0,0,0,10936,tarde,Parque_Aves
20,1,1,0,3299,noite,Itaipu
14,1,0,0,19970,noite,Cataratas
13,1,0,0,12476,noite,Cataratas
25,0,0,0,4951,noite,Marco
20,1,1,0,14111,noite,Itaipu
12,0,0,1,13973,noite,Marco
38,0,1,0,19783,tarde,Parque_Aves
34,1,1,0,8510,noite,Itaipu
14,0,1,1,14373,noite,Marco
20,0,1,1,18244,manha,Parque_Aves
27,0,0,0,7004,noite,Marco
19,0,1,0,9732,noite,Marco
27,1,0,0,18796,manha,Itaipu
28,0,1,1,13554,noite,Marco
10,0,0,1,19558,noite,Marco
20,1,0,0,7147,tarde,Itaipu
20,1,1,1,16975,manha,Itaipu
10,0,1,1,10950,manha,Parque_Aves
16,1,0,0,3833,tarde,Cataratas
35,1,0,1,9021,noite,Itaipu
18,1,1,0,16079,tarde,Itaipu
24,1,0,1,19942,noite,Itaipu
19,1,0,1,4826,noite,Itaipu
36,0,1,1,11717,noite,Cataratas
17,1,0,0,15963,tarde,Cataratas
10,0,0,1,18249,tarde,Parque_Aves
29,0,0,0,10381,manha,Parque_Aves
37,0,0,0,19944,noite,Marco
18,0,1,1,17687,tarde,Parque_Aves
18,1,0,0,14552,noite,Itaipu
33,0,0,0,19289,tarde,Parque_Aves
23,1,0,1,9486,tarde,Itaipu
17,0,1,1,4601,noite,Marco
12,0,0,1,12289,manha,Parque_Aves
27,0,0,1,13483,manha,Parque_Aves
25,0,1,1,17808,tarde,Parque_Aves
30,1,1,0,10521,tarde,Itaipu
27,1,0,0,17292,tarde,Itaipu
18,0,0,1,15590,noite,Marco
25,1,0,1,17412,manha,Itaipu
23,1,1,1,19484,noite,Itaipu
18,1,0,1,1364,manha,Cataratas
31,0,1,0,8234,tarde,Parque_Aves
19,1,0,1,6692,noite,Itaipu
17,0,1,1,13382,tarde,Parque_Aves
24,1,1,1,15465,noite,Itaipu
37,0,0,1,19431,manha,Cataratas
12,0,1,1,2609,noite,Marco
23,0,0,0,2145,tarde,Parque_Aves
13,0,1,0,1356,noite,Marco
14,1,1,1,18508,noite,Cataratas
36,0,0,0,11844,tarde,Parque_Aves
34,1,1,1,5889,noite,Itaipu
19,1,1,0,13965,tarde,Itaipu
24,1,1,1,7731,tarde,Itaipu
27,1,0,1,7434,noite,Itaipu
32,1,1,0,15822,tarde,Itaipu
10,0,1,0,4921,noite,Marco
18,1,1,0,5606,manha,Itaipu
27,0,0,0,9640,tarde,Parque_Aves
24,1,0,0,10445,tarde,Cataratas
12,0,1,0,12561,tarde,Parque_Aves
29,0,1,1,1227,noite,Cataratas
20,0,0,0,15302,manha,Parque_Aves
28,1,1,0,16290,manha,Itaipu
11,0,0,1,1665,tarde,Parque_Aves
22,1,0,0,13471,noite,Itaipu
23,1,1,0,1529,manha,Itaipu
15,1,0,1,10230,noite,Itaipu
23,1,1,0,19306,manha,Itaipu
15,0,1,1,13807,manha,Parque_Aves
26,0,0,1,12984,manha,Parque_Aves
37,1,0,1,2732,noite,Cataratas
33,0,0,1,17553,tarde,Cataratas
38,1,1,0,4534,noite,Itaipu
16,1,0,1,9890,tarde,Itaipu
33,1,1,1,1851,tarde,Itaipu
31,1,0,1,19625,manha,Cataratas
22,0,1,0,1772,noite,Marco
36,0,0,1,3200,noite,Cataratas
21,1,1,1,15212,manha,Itaipu
20,1,0,1,8107,noite,Itaipu
26,1,0,1,18541,tarde,Itaipu
10,0,0,1,10493,tarde,Parque_Aves
29,1,1,1,7336,tarde,Itaipu
12,0,1,1,10958,noite,Marco
15,0,0,1,18666,noite,Marco
18,0,1,1,1674,noite,Marco
22,0,1,0,14215,tarde,Parque_Aves
30,1,0,1,15452,noite,Cataratas
15,1,0,0,19354,manha,Itaipu
34,0,0,1,3265,noite,Cataratas
17,1,1,0,17522,manha,Itaipu
36,0,0,1,14173,noite,Cataratas
35,1,1,0,14657,manha,Itaipu
35,0,0,0,2882,noite,Marco
35,0,0,1,19154,noite,Cataratas
24,1,0,1,18961,noite,Itaipu
26,0,1,1,5754,manha,Parque_Aves
27,0,1,1,11142,tarde,Parque_Aves
31,0,1,1,10412,tarde,Cataratas
30,0,0,0,13814,noite,Marco
15,0,0,1,5494,noite,Marco
19,0,0,1,17496,tarde,Parque_Aves
15,0,0,0,3900,noite,Marco
13,1,0,1,15124,tarde,Itaipu
30,1,0,1,7372,manha,Itaipu
30,1,0,1,16585,tarde,Itaipu
23,1,0,1,12499,noite,Itaipu
15,1,1,0,8866,noite,Itaipu
15,0,0,0,1834,noite,Marco
22,0,0,1,16515,noite,Marco
37,0,1,0,7467,tarde,Parque_Aves
20,0,1,0,3185,tarde,Parque_Aves
18,1,0,1,7795,manha,Itaipu
13,1,1,0,14359,noite,Cataratas
16,0,1,0,12515,noite,Marco
35,0,1,1,11884,noite,Cataratas
23,1,1,1,15426,tarde,Itaipu
23,0,0,1,3098,tarde,Parque_Aves
17,0,1,1,12147,noite,Marco
32,0,1,0,9973,manha,Parque_Aves
36,0,0,0,12195,tarde,Parque_Aves
32,0,1,1,1986,noite,Cataratas
29,1,0,0,13421,tarde,Itaipu
34,1,1,1,4336,noite,Cataratas
30,0,0,0,18178,manha,Parque_Aves
10,1,0,1,19014,manha,Cataratas
38,0,0,0,12019,manha,Parque_Aves
38,0,1,0,7610,noite,Marco
29,1,1,1,15063,manha,Itaipu
27,0,1,1,5102,noite,Marco
35,1,0,1,1743,tarde,Itaipu
37,0,1,0,11374,noite,Marco
12,0,0,0,17788,manha,Parque_Aves
35,0,1,0,9910,manha,Parque_Aves
32,1,1,0,17691,noite,Itaipu
27,0,1,1,9988,manha,Parque_Aves
31,0,0,1,15161,noite,Cataratas
18,0,1,1,17288,tarde,Parque_Aves
27,0,1,1,6408,manha,Parque_Aves
26,0,0,1,2103,manha,Parque_Aves
16,0,0,1,8191,tarde,Parque_Aves
22,0,1,0,5331,manha,Parque_Aves
26,1,1,1,6458,tarde,Itaipu
36,0,1,0,6959,noite,Marco
30,0,0,1,13683,manha,Cataratas
11,0,0,1,8654,noite,Marco
17,1,0,1,10594,tarde,Itaipu
34,0,1,1,15234,tarde,Cataratas
11,0,1,1,6424,tarde,Parque_Aves
23,0,1,1,13959,noite,Marco
18,1,0,0,9599,noite,Itaipu
18,0,1,1,18449,manha,Parque_Aves
10,0,1,0,16990,manha,Parque_Aves
16,0,0,1,19305,manha,Parque_Aves
11,0,1,0,15872,noite,Marco
12,0,0,0,15352,manha,Parque_Aves
18,1,1,0,3224,tarde,Itaipu
30,0,1,1,18826,manha,Cataratas
20,1,1,0,5621,tarde,Itaipu
27,0,0,0,17801,manha,Parque_Aves
10,0,1,0,2293,noite,Marco
36,1,0,0,5868,tarde,Cataratas
13,1,1,0,1589,noite,Itaipu
20,0,0,1,6598,tarde,Parque_Aves
25,1,0,1,18931,noite,Itaipu
37,1,0,0,17753,noite,Cataratas
38,0,0,0,16006,manha,Parque_Aves
30,0,1,1,11028,noite,Cataratas
25,0,1,1,12978,tarde,Parque_Aves
34,0,0,1,13240,manha,Cataratas
34,0,1,0,8135,manha,Parque_Aves
23,0,1,0,13991,manha,Parque_Aves
11,0,1,1,4761,noite,Marco
19,1,1,1,13853,tarde,Itaipu
26,0,0,0,8208,tarde,Parque_Aves
15,0,0,1,9833,manha,Parque_Aves
38,0,0,1,2923,noite,Cataratas
13,1,0,1,4093,manha,Itaipu
32,0,1,1,6050,noite,Cataratas
18,0,1,0,16501,manha,Parque_Aves
28,1,1,0,15062,manha,Cataratas
20,1,1,1,3738,tarde,Itaipu
38,1,1,0,1728,manha,Itaipu
19,1,1,0,6627,noite,Itaipu
30,1,1,1,10039,manha,Itaipu
16,1,1,0,18705,tarde,Itaipu
33,0,0,0,19856,noite,Marco
34,1,0,1,9586,noite,Cataratas
25,0,0,1,4281,tarde,Parque_Aves
11,1,0,1,1648,noite,Itaipu
19,0,1,1,17885,noite,Marco
17,1,0,0,15157,manha,Itaipu
18,1,0,1,7823,tarde,Itaipu
36,0,1,0,3915,manha,Parque_Aves
11,1,1,0,19127,tarde,Itaipu
27,1,1,0,13297,tarde,Cataratas
14,0,1,1,16998,tarde,Parque_Aves
32,1,1,1,3780,noite,Cataratas
31,0,0,0,3511,tarde,Parque_Aves
13,0,0,0,8289,noite,Marco
35,1,1,1,13200,manha,Itaipu
14,1,1,0,5941,tarde,Itaipu
10,1,0,1,16376,tarde,Cataratas
15,0,1,0,18356,noite,Marco
22,1,0,1,3406,tarde,Cataratas
32,1,0,1,1770,tarde,Itaipu
26,0,0,0,12483,noite,Marco
13,1,1,1,2332,manha,Cataratas
15,1,0,1,12202,noite,Itaipu
20,0,0,1,12459,noite,Marco
30,1,1,0,1335,manha,Itaipu
30,1,1,0,16189,tarde,Itaipu
25,0,0,0,15609,noite,Marco
23,1,0,1,15629,tarde,Cataratas
28,0,1,0,17351,manha,Parque_Aves
34,1,1,1,7715,manha,Cataratas
18,1,0,1,13270,noite,Itaipu
24,1,0,0,14687,noite,Itaipu
30,0,0,1,1627,noite,Cataratas
34,0,0,0,16773,tarde,Parque_Aves
15,1,1,0,8655,noite,Itaipu
36,0,0,0,1631,tarde,Parque_Aves
10,0,0,0,7411,manha,Parque_Aves
18,0,1,1,13053,tarde,Parque_Aves
32,1,1,0,4222,noite,Itaipu
14,0,1,0,12166,manha,Parque_Aves
12,0,1,0,17656,noite,Marco
21,0,1,0,14191,noite,Marco
15,1,0,1,19140,tarde,Itaipu
10,0,0,0,19883,tarde,Parque_Aves
17,1,0,1,9523,tarde,Itaipu
23,1,1,0,13957,manha,Cataratas
14,0,1,1,19674,tarde,Parque_Aves
16,1,1,1,19095,noite,Itaipu
13,1,0,1,19171,tarde,Itaipu
28,0,0,0,4032,noite,Marco
27,0,0,0,16770,noite,Marco
21,0,0,1,3140,manha,Parque_Aves
15,0,1,1,6360,tarde,Parque_Aves
37,1,0,1,9780,manha,Itaipu
35,0,1,1,3929,manha,Cataratas
16,1,0,1,6743,manha,Itaipu
13,1,0,1,3696,manha,Itaipu
33,0,0,0,3555,manha,Parque_Aves
18,1,0,0,17400,manha,Cataratas
11,1,1,1,1445,tarde,Itaipu
18,0,1,0,14756,tarde,Parque_Aves
28,1,1,0,551,manha,Itaipu
11,1,0,1,13604,manha,Itaipu
11,0,1,0,11817,manha,Parque_Aves
14,1,0,1,17712,noite,Itaipu
33,1,1,1,6705,tarde,Itaipu
27,1,0,0,10405,manha,Itaipu
29,1,0,0,596,noite,Itaipu
12,1,1,1,1379,noite,Itaipu
27,0,0,0,7825,tarde,Parque_Aves
36,1,1,0,11740,manha,Cataratas
33,1,1,1,10099,tarde,Itaipu
18,1,0,1,3619,tarde,Itaipu
32,1,1,1,15590,tarde,Itaipu
17,1,1,1,17419,tarde,Itaipu
15,1,0,1,752,tarde,Itaipu
38,0,0,1,7319,manha,Cataratas
27,0,1,1,15142,manha,Parque_Aves
28,0,1,0,11135,tarde,Parque_Aves
19,1,1,1,19864,tarde,Cataratas
36,0,0,0,7913,tarde,Parque_Aves
29,1,0,1,13560,manha,Itaipu
21,1,0,0,5070,noite,Cataratas
13,0,0,0,7546,tarde,Parque_Aves
10,0,1,0,17179,noite,Marco
14,1,1,0,19471,tarde,Itaipu
38,0,1,0,1001,noite,Marco
17,1,0,0,19222,tarde,Itaipu
15,1,0,0,16797,manha,Cataratas
27,1,1,0,901,manha,Cataratas
25,1,0,1,14509,tarde,Cataratas
22,1,0,1,1957,manha,Itaipu
14,0,0,1,16350,tarde,Parque_Aves
29,1,1,0,947,manha,Itaipu
37,1,1,0,15222,noite,Itaipu
12,0,1,0,6539,tarde,Parque_Aves
36,1,1,0,9607,manha,Itaipu
33,0,1,0,10146,tarde,Parque_Aves
15,0,1,1,3266,tarde,Parque_Aves
23,1,1,0,13509,manha,Cataratas
26,1,0,0,3205,tarde,Itaipu
34,0,1,0,1891,manha,Parque_Aves
31,1,0,1,17956,manha,Cataratas
31,1,0,0,5487,tarde,Itaipu
10,0,0,0,9964,noite,Marco
35,1,1,0,18210,noite,Itaipu
25,1,0,1,16350,noite,Itaipu
12,0,0,0,10391,noite,Marco
24,0,1,0,2946,tarde,Parque_Aves
23,0,1,0,9092,noite,Marco
27,1,0,0,2277,tarde,Itaipu
24,1,0,1,14733,manha,Itaipu
22,0,0,0,4185,tarde,Parque_Aves
21,0,1,0,10335,tarde,Parque_Aves
28,0,0,1,12065,noite,Marco
22,0,1,1,10305,manha,Parque_Aves
23,0,0,0,9889,manha,Parque_Aves
19,1,1,0,19149,tarde,Itaipu
34,0,0,0,10614,noite,Marco
36,1,1,1,566,tarde,Cataratas
17,1,0,0,2013,manha,Itaipu
19,1,0,0,15591,manha,Itaipu
31,1,1,1,11317,noite,Itaipu
31,0,1,1,17226,tarde,Cataratas
26,1,1,0,19455,tarde,Itaipu
18,1,0,0,742,manha,Cataratas
19,1,1,1,16911,tarde,Itaipu
17,0,1,1,5381,tarde,Parque_Aves
27,0,0,1,4076,tarde,Parque_Aves
37,0,1,0,14535,manha,Parque_Aves
29,0,1,0,4541,noite,Marco
30,0,1,0,3737,noite,Marco
26,1,1,0,6506,tarde,Itaipu
27,0,1,0,15996,noite,Marco
21,0,0,0,1987,manha,Parque_Aves
21,1,0,1,4839,manha,Itaipu
11,1,1,1,7055,tarde,Itaipu
33,0,0,1,16764,noite,Cataratas
31,0,0,1,18664,noite,Cataratas
10,0,0,0,16856,tarde,Parque_Aves
26,1,0,1,4309,noite,Itaipu
18,1,0,0,19628,noite,Itaipu
22,0,0,1,2528,manha,Parque_Aves
12,0,0,1,16849,noite,Marco
10,1,0,0,11707,manha,Cataratas
10,1,1,0,15826,manha,Itaipu
16,0,1,1,5528,manha,Parque_Aves
30,0,0,0,11353,tarde,Parque_Aves
38,1,1,0,19839,manha,Itaipu
28,0,0,0,11265,noite,Marco
12,1,1,1,13398,tarde,Itaipu
13,0,0,1,6700,tarde,Parque_Aves
18,1,1,0,17337,manha,Itaipu
17,1,0,0,17568,manha,Itaipu
14,1,0,1,16469,manha,Itaipu
11,1,0,0,16237,noite,Cataratas
32,1,1,1,13499,manha,Cataratas
25,1,1,1,16602,manha,Itaipu
11,1,0,1,6962,manha,Itaipu
27,0,1,1,2510,tarde,Parque_Aves
16,1,1,0,14073,tarde,Itaipu
38,1,0,0,800,tarde,Itaipu
28,0,0,1,10239,manha,Parque_Aves
24,1,1,0,19731,noite,Itaipu
31,0,0,1,11925,noite,Cataratas
34,0,1,0,18795,tarde,Parque_Aves
10,0,0,1,11154,manha,Parque_Aves
16,1,0,0,1145,noite,Cataratas
23,0,1,1,9332,noite,Marco
36,0,1,0,6415,tarde,Parque_Aves
22,0,1,1,1046,tarde,Parque_Aves
18,1,1,1,2870,noite,Itaipu
30,1,0,0,15811,manha,Itaipu
34,0,0,1,9392,noite,Cataratas
28,1,0,1,3100,manha,Itaipu
18,1,1,0,16281,tarde,Itaipu
32,1,1,0,5660,manha,Itaipu
19,1,1,0,15437,manha,Itaipu
32,0,1,0,4910,tarde,Parque_Aves
14,1,1,1,4312,noite,Itaipu
32,1,1,1,2963,tarde,Itaipu
34,1,1,1,17218,noite,Itaipu
21,0,0,1,17964,manha,Parque_Aves
27,1,1,1,19385,tarde,Itaipu
21,0,1,1,6800,manha,Parque_Aves
25,1,1,1,1749,tarde,Itaipu
13,0,0,1,16787,tarde,Parque_Aves
11,1,0,0,4908,tarde,Itaipu
36,1,0,1,10952,noite,Itaipu
16,0,1,0,18098,noite,Marco
30,1,1,1,7280,tarde,Itaipu
11,1,0,0,15949,manha,Itaipu
13,1,1,1,10312,noite,Cataratas
25,1,1,0,4920,noite,Itaipu
10,1,0,0,13108,manha,Itaipu
38,1,0,0,1907,tarde,Itaipu
30,1,1,0,7704,noite,Cataratas
15,0,0,0,6373,tarde,Parque_Aves
32,1,0,0,7113,tarde,Cataratas
21,1,1,0,15866,manha,Cataratas
27,0,1,0,4694,tarde,Parque_Aves
18,1,1,1,8609,tarde,Itaipu
25,1,1,0,1809,tarde,Itaipu
38,1,1,0,2865,noite,Itaipu
29,0,1,0,10541,manha,Parque_Aves
23,1,1,1,18164,manha,Itaipu
14,1,0,0,18484,manha,Itaipu
31,1,1,1,9006,manha,Cataratas
11,0,0,1,17475,tarde,Parque_Aves
18,0,0,0,4618,manha,Parque_Aves
26,0,1,1,11863,noite,Marco
13,1,0,0,2005,tarde,Itaipu
18,1,0,0,13824,tarde,Cataratas
33,1,1,0,7335,manha,Itaipu
13,0,0,1,14400,tarde,Parque_Aves
38,0,0,1,17615,noite,Cataratas
21,0,1,0,11198,manha,Parque_Aves
34,1,0,0,6796,tarde,Itaipu
38,1,0,1,6658,manha,Itaipu
12,1,0,0,15418,manha,Itaipu
11,1,1,1,6440,noite,Itaipu
33,0,1,0,11415,manha,Parque_Aves
34,0,1,0,861,manha,Parque_Aves
29,0,0,1,13595,manha,Cataratas
25,0,0,0,14542,noite,Marco
20,1,0,1,9529,tarde,Itaipu
31,0,1,1,19113,noite,Cataratas
36,0,1,1,13685,tarde,Cataratas
11,1,1,1,19913,tarde,Itaipu
13,1,1,0,15758,noite,Itaipu
28,1,1,0,14711,manha,Itaipu
12,1,0,0,7007,tarde,Itaipu
23,1,0,1,12999,noite,Itaipu
22,1,0,0,15888,tarde,Itaipu
14,1,1,0,2841,noite,Cataratas
22,0,1,1,5594,noite,Marco
13,1,0,1,4211,noite,Itaipu
24,0,1,1,10798,noite,Marco
33,0,1,0,13990,tarde,Parque_Aves
23,0,0,1,13120,noite,Marco
14,1,1,0,4168,noite,Itaipu
35,0,1,1,17750,tarde,Cataratas
37,1,0,0,8850,manha,Itaipu
10,0,1,1,17333,noite,Marco
23,0,1,0,1398,manha,Parque_Aves
21,1,0,0,1463,tarde,Itaipu
25,0,1,0,10072,tarde,Parque_Aves
30,1,0,0,7277,noite,Itaipu
35,1,0,0,18465,tarde,Cataratas
24,0,1,0,17971,tarde,Parque_Aves
38,0,1,1,6159,manha,Cataratas
15,0,0,1,11780,tarde,Parque_Aves
27,0,1,1,6075,tarde,Parque_Aves
20,1,1,0,15949,manha,Itaipu
18,1,0,0,10705,manha,Itaipu
20,0,1,1,7990,noite,Marco
18,1,0,0,9606,manha,Itaipu
20,0,0,0,14542,tarde,Parque_Aves
32,1,0,1,3679,noite,Itaipu
27,0,0,0,18781,manha,Parque_Aves
28,0,0,1,9388,manha,Parque_Aves
20,0,1,0,10167,manha,Parque_Aves
22,0,1,0,3657,tarde,Parque_Aves
11,0,1,0,16988,manha,Parque_Aves
28,1,0,1,11291,manha,Itaipu
21,1,0,0,4714,noite,Cataratas
13,1,1,0,8324,noite,Itaipu
22,1,0,1,17763,noite,Itaipu
35,0,0,1,1729,noite,Cataratas
37,1,1,1,4898,manha,Itaipu
12,1,0,1,19556,manha,Cataratas
21,0,1,0,3461,noite,Marco
25,0,1,1,16449,tarde,Parque_Aves
35,1,0,0,15129,manha,Cataratas
19,1,0,0,15291,tarde,Itaipu
17,0,0,1,10197,noite,Marco
33,1,1,0,4752,tarde,Itaipu
30,0,0,0,9277,noite,Marco
14,1,0,0,15477,manha,Itaipu
22,0,0,1,4759,tarde,Parque_Aves
34,0,0,0,12319,manha,Parque_Aves
13,1,0,0,5239,manha,Itaipu
26,0,0,1,11080,tarde,Parque_Aves
30,0,1,1,8709,manha,Cataratas
16,1,0,1,4326,manha,Itaipu
32,0,0,1,11379,tarde,Cataratas
27,1,1,1,9133,tarde,Itaipu
16,0,1,1,8381,tarde,Parque_Aves
29,1,1,1,19568,manha,Itaipu
28,0,1,1,3530,tarde,Parque_Aves
30,1,0,1,3182,noite,Itaipu
19,0,0,0,637,tarde,Parque_Aves
38,0,1,0,1358,tarde,Parque_Aves
10,0,0,0,2089,tarde,Parque_Aves
31,0,0,0,7218,noite,Marco
20,0,1,0,1217,tarde,Parque_Aves
27,0,1,1,14746,manha,Parque_Aves
20,0,0,0,17010,manha,Parque_Aves
16,0,1,1,8766,noite,Marco
32,0,0,1,18301,noite,Cataratas
13,0,0,0,4879,tarde,Parque_Aves
29,0,0,0,2340,noite,Marco
11,1,1,0,12762,manha,Itaipu
13,1,0,1,19456,tarde,Itaipu
27,1,0,1,8992,noite,Itaipu
27,1,1,1,15096,manha,Itaipu
30,1,0,1,12367,noite,Itaipu
16,1,0,0,18396,manha,Itaipu
38,1,1,1,17180,manha,Itaipu
19,0,1,1,18379,noite,Marco
24,0,1,1,8880,tarde,Parque_Aves
21,1,0,0,1264,tarde,Cataratas
15,1,1,1,9185,noite,Itaipu
25,1,0,1,19608,noite,Cataratas
25,0,1,0,14657,manha,Parque_Aves
30,1,0,1,5809,tarde,Itaipu
13,1,1,1,10437,noite,Itaipu
15,1,0,0,2041,noite,Itaipu
29,0,1,0,508,manha,Parque_Aves
19,1,0,0,15181,tarde,Itaipu
20,0,1,1,10587,manha,Parque_Aves
37,0,1,1,10152,tarde,Cataratas
20,1,0,1,8088,noite,Itaipu
36,1,0,1,11950,manha,Cataratas
13,1,1,0,10103,tarde,Itaipu
26,0,0,1,17968,tarde,Parque_Aves
38,0,1,0,4017,manha,Parque_Aves
22,0,1,1,19894,tarde,Parque_Aves
21,0,1,0,937,noite,Marco
26,1,0,0,17738,tarde,Itaipu
31,0,0,1,12992,manha,Cataratas
20,1,0,0,5025,manha,Itaipu
35,0,1,1,18207,tarde,Cataratas
18,1,0,1,16412,manha,Itaipu
34,0,0,1,5796,noite,Cataratas
22,0,1,0,8698,tarde,Parque_Aves
32,0,1,1,13863,manha,Cataratas
19,1,0,1,10602,tarde,Itaipu
38,0,1,1,5493,manha,Cataratas
26,1,0,1,756,noite,Cataratas
37,0,1,0,3572,tarde,Parque_Aves
24,1,0,1,14866,noite,Itaipu
25,1,0,1,18309,tarde,Itaipu
12,1,1,0,12405,noite,Itaipu
22,0,1,1,5693,noite,Marco
10,1,1,0,7977,noite,Itaipu
28,0,1,0,7821,noite,Marco
38,1,1,0,1590,manha,Itaipu
10,1,1,1,3212,noite,Itaipu
17,1,0,1,9896,noite,Itaipu
28,0,0,1,5467,noite,Marco
27,0,1,1,9269,manha,Parque_Aves
17,0,1,1,18263,manha,Parque_Aves
19,1,1,1,8658,manha,Itaipu
24,0,0,0,7550,tarde,Parque_Aves
32,1,0,0,5130,noite,Itaipu
36,1,0,1,8817,tarde,Itaipu
32,1,0,1,14483,tarde,Cataratas
24,0,0,0,10319,manha,Parque_Aves
13,0,1,0,3794,tarde,Parque_Aves
32,1,1,0,3567,noite,Itaipu
23,0,0,1,4501,noite,Marco
22,1,0,1,5497,manha,Itaipu
21,1,1,1,2522,tarde,Cataratas
14,1,0,1,15073,manha,Itaipu
20,0,0,0,2563,manha,Parque_Aves
18,0,0,0,18541,noite,Marco
